customerkey;geographykey;firstname;lastname;Full_Name;yearlyincome;Gender;datefirstpurchase;city;EnglishCountryRegionName
11294;618;Dalton;Clark;Dalton Clark;60000,00;Male;2020-09-25;Issaquah;United States
11295;311;Taylor;Lewis;Taylor Lewis;80000,00;Female;2018-09-25;Concord;United States
11296;616;Haley;Richardson;Haley Richardson;50000,00;Female;2018-09-01;Everett;United States
11297;301;Noah;Coleman;Noah Coleman;70000,00;Male;2018-09-26;Burbank;United States
11298;307;Jon;Luo;Jon Luo;70000,00;Male;2018-09-12;Chula Vista;United States
11299;301;Orlando;Vazquez;Orlando Vazquez;70000,00;Male;2018-09-26;Burbank;United States
11300;54;Fernando;Barnes;Fernando Barnes;80000,00;Male;2020-01-31;N. Vancouver;Canada
11301;607;Cameron;Rodriguez;Cameron Rodriguez;80000,00;Male;2020-06-09;Ballard;United States
11302;539;Spencer;Russell;Spencer Russell;90000,00;Male;2018-09-06;Corvallis;United States
11303;614;Julia;Coleman;Julia Coleman;90000,00;Female;2018-09-02;Edmonds;United States
11304;547;Julia;Garcia;Julia Garcia;100000,00;Female;2020-03-20;Portland;United States
11305;307;Sean;Evans;Sean Evans;110000,00;Male;2020-03-25;Chula Vista;United States
11306;312;Micah;Zhou;Micah Zhou;110000,00;Male;2020-06-30;Coronado;United States
11307;314;Hunter;Rodriguez;Hunter Rodriguez;80000,00;Male;2018-09-04;Daly City;United States
11308;546;Ian;Gonzales;Ian Gonzales;60000,00;Male;2020-09-07;Oregon City;United States
11309;536;Victoria;Lewis;Victoria Lewis;60000,00;Female;2020-07-09;Beaverton;United States
11310;360;Erin;Sanders;Erin Sanders;70000,00;Female;2020-08-12;San Francisco;United States
11311;626;Gabrielle;Lopez;Gabrielle Lopez;70000,00;Female;2020-04-18;Lynnwood;United States
11312;626;Sara;Richardson;Sara Richardson;70000,00;Female;2020-05-17;Lynnwood;United States
11313;632;Trevor;Jenkins;Trevor Jenkins;70000,00;Male;2020-05-07;Port Orchard;United States
11314;618;Mya;Flores;Mya Flores;70000,00;Female;2020-02-25;Issaquah;United States
11315;632;Hailey;Ward;Hailey Ward;70000,00;Female;2020-05-20;Port Orchard;United States
11316;51;Luke;Allen;Luke Allen;60000,00;Male;2020-01-12;Langford;Canada
11317;548;Victoria;Russell;Victoria Russell;40000,00;Female;2018-09-01;Salem;United States
11318;614;Jessica;Wilson;Jessica Wilson;40000,00;Female;2020-10-17;Edmonds;United States
11319;348;Jade;Bailey;Jade Bailey;70000,00;Female;2018-09-09;Oakland;United States
11320;325;Morgan;Hill;Morgan Hill;80000,00;Female;2020-06-15;Glendale;United States
11321;612;Terrance;Raman;Terrance Raman;90000,00;Male;2020-02-23;Burien;United States
11322;611;Sydney;Garcia;Sydney Garcia;90000,00;Female;2020-03-24;Bremerton;United States
11323;314;Jose;Patterson;Jose Patterson;120000,00;Male;2018-09-10;Daly City;United States
11324;325;Zachary;Anderson;Zachary Anderson;90000,00;Male;2018-09-26;Glendale;United States
11325;637;Elijah;Ross;Elijah Ross;90000,00;Male;2018-09-19;Seattle;United States
11326;300;Rafael;Xie;Rafael Xie;130000,00;Male;2018-09-15;Beverly Hills;United States
11327;301;Jaime;Moreno;Jaime Moreno;90000,00;Male;2018-09-26;Burbank;United States
11328;55;Julian;Griffin;Julian Griffin;90000,00;Male;2020-01-05;Newton;Canada
11329;311;Andy;Alvarez;Andy Alvarez;90000,00;Male;2018-09-25;Concord;United States
11330;59;Ryan;Thompson;Ryan Thompson;110000,00;Male;2020-02-12;Oak Bay;Canada
11331;63;Samantha;Jenkins;Samantha Jenkins;90000,00;Female;2020-02-07;Shawnee;Canada
11332;153;Deanna;Ramos;Deanna Ramos;10000,00;Female;2018-10-15;Berlin;Germany
11333;261;Emily;Miller;Emily Miller;20000,00;Female;2018-03-21;Newcastle upon Tyne;United Kingdom
11334;269;Nicole;Brown;Nicole Brown;10000,00;Female;2018-03-04;Stoke-on-Trent;United Kingdom
11335;120;Carla;Raman;Carla Raman;10000,00;Female;2018-10-23;Hof;Germany
11336;204;Shaun;Raji;Shaun Raji;20000,00;Male;2019-09-27;Paris;France
11337;273;Jerome;Romero;Jerome Romero;10000,00;Male;2018-03-09;Watford;United Kingdom
11338;154;Frank;Navarro;Frank Navarro;20000,00;Male;2018-10-11;Bonn;Germany
11339;202;Dennis;She;Dennis She;20000,00;Male;2019-10-07;Paris;France
11340;192;Melody;Munoz;Melody Munoz;10000,00;Female;2019-10-27;Paris;France
11341;236;Randy;Zeng;Randy Zeng;20000,00;Male;2018-04-11;Cheltenham;United Kingdom
11342;191;Marshall;Wang;Marshall Wang;30000,00;Male;2020-07-12;Boulogne-sur-Mer;France
11343;264;Arthur;Carlson;Arthur Carlson;10000,00;Male;2018-04-04;Oxon;United Kingdom
11344;262;Jessie;Jimenez;Jessie Jimenez;10000,00;Female;2018-05-13;Oxford;United Kingdom
11345;224;Robin;Ramos;Robin Ramos;10000,00;Female;2019-10-22;Tremblay-en-France;France
11346;196;Deanna;Gutierrez;Deanna Gutierrez;10000,00;Female;2019-10-01;Paris;France
11347;156;Roy;Navarro;Roy Navarro;10000,00;Male;2020-03-16;Braunschweig;Germany
11348;151;Shawn;Rai;Shawn Rai;10000,00;Male;2020-03-31;Paderborn;Germany
11349;134;Mindy;Luo;Mindy Luo;10000,00;Female;2021-01-13;München;Germany
11350;265;Cara;Zhou;Cara Zhou;30000,00;Female;2020-02-05;Peterborough;United Kingdom
11351;253;Anne;Ramos;Anne Ramos;20000,00;Female;2018-06-12;London;United Kingdom
11352;222;Raymond;Rodriguez;Raymond Rodriguez;10000,00;Male;2020-05-01;Pantin;France
11353;271;Carrie;Ortega;Carrie Ortega;30000,00;Female;2018-06-12;Warrington;United Kingdom
11354;119;Deanna;Suarez;Deanna Suarez;20000,00;Female;2020-12-03;Grevenbroich;Germany
11355;275;Roberto;Gutierrez;Roberto Gutierrez;40000,00;Male;2020-09-26;Wokingham;United Kingdom
11356;6;Terrence;Carson;Terrence Carson;10000,00;Male;2018-05-10;Lavender Bay;Australia
11357;21;Ramon;Ye;Ramon Ye;10000,00;Male;2018-06-18;Caloundra;Australia
11358;2;Cynthia;Malhotra;Cynthia Malhotra;10000,00;Female;2018-06-28;Coffs Harbour;Australia
11359;7;Jarrod;Prasad;Jarrod Prasad;10000,00;Male;2018-06-13;Malabar;Australia
11360;26;Tyrone;Serrano;Tyrone Serrano;10000,00;Male;2018-06-27;Rockhampton;Australia
11361;10;Cindy;Ramos;Cindy Ramos;10000,00;Female;2020-10-01;Newcastle;Australia
11362;33;Damien;Shan;Damien Shan;10000,00;Male;2020-03-29;Cranbourne;Australia
11363;35;Julian;Ross;Julian Ross;10000,00;Male;2018-06-08;Melbourne;Australia
11364;34;Jennifer;Collins;Jennifer Collins;10000,00;Female;2018-06-07;Geelong;Australia
11365;29;Brittney;Sun;Brittney Sun;10000,00;Female;2018-05-31;Findon;Australia
11366;37;Virginia;Patel;Virginia Patel;20000,00;Female;2020-06-24;Seaford;Australia
11367;12;Calvin;Nara;Calvin Nara;20000,00;Male;2020-07-07;North Sydney;Australia
11368;26;Edward;Miller;Edward Miller;10000,00;Male;2018-06-24;Rockhampton;Australia
11369;29;Ashlee;Tang;Ashlee Tang;20000,00;Female;2020-07-05;Findon;Australia
11370;38;Alicia;Xu;Alicia Xu;20000,00;Female;2020-07-13;South Melbourne;Australia
11371;26;Lacey;Jai;Lacey Jai;20000,00;Female;2020-11-07;Rockhampton;Australia
11372;20;Wendy;Romero;Wendy Romero;20000,00;Female;2018-06-07;Brisbane;Australia
11373;135;Carly;Luo;Carly Luo;30000,00;Female;2020-08-27;Salzgitter;Germany
11374;162;Jimmy;Ortega;Jimmy Ortega;30000,00;Male;2020-04-15;Werne;Germany
11375;240;Francisco;Martinez;Francisco Martinez;30000,00;Male;2020-10-17;High Wycombe;United Kingdom
11376;268;Lance;Vazquez;Lance Vazquez;40000,00;Male;2020-10-15;Liverpool;United Kingdom
11377;161;David;Robinett;David Robinett;30000,00;Male;2020-02-28;Solingen;Germany
11378;184;Shannon;Liang;Shannon Liang;10000,00;Female;2019-10-17;Metz;France
11379;214;Gary;Vazquez;Gary Vazquez;10000,00;Male;2019-10-02;Boulogne-Billancourt;France
11380;175;Mitchell;Kumar;Mitchell Kumar;20000,00;Male;2018-10-11;Saarlouis;Germany
11381;249;Meredith;Raman;Meredith Raman;20000,00;Female;2018-06-12;London;United Kingdom
11382;189;Edward;Patterson;Edward Patterson;20000,00;Male;2019-11-03;Roubaix;France
11383;206;Marie;Gill;Marie Gill;30000,00;Female;2021-01-01;Roissy en Brie;France
11384;211;Tiffany;Wang;Tiffany Wang;30000,00;Female;2020-08-02;Les Ulis;France
11385;279;Miguel;Allen;Miguel Allen;30000,00;Male;2020-07-06;York;United Kingdom
11386;127;Jaclyn;Cai;Jaclyn Cai;30000,00;Female;2020-11-02;Darmstadt;Germany
11387;238;Megan;Ramirez;Megan Ramirez;40000,00;Female;2018-07-26;Gateshead;United Kingdom
11388;279;Joseph;Martin;Joseph Martin;40000,00;Male;2018-07-03;York;United Kingdom
11389;130;Karl;Shan;Karl Shan;10000,00;Male;2020-11-17;Duesseldorf;Germany
11390;208;Christine;Raji;Christine Raji;10000,00;Female;2020-11-07;Saint Germain en Laye;France
11391;135;Lindsay;Xie;Lindsay Xie;10000,00;Female;2020-10-26;Salzgitter;Germany
11392;131;Willie;Zhao;Willie Zhao;10000,00;Male;2020-03-29;Frankfurt;Germany
11393;182;Kurt;Pal;Kurt Pal;10000,00;Male;2020-07-16;Saint Ouen;France
11394;259;George;McDonald;George McDonald;10000,00;Male;2018-07-04;Milton Keynes;United Kingdom
11395;118;Beth;Gutierrez;Beth Gutierrez;30000,00;Female;2018-11-14;Frankfurt;Germany
11396;175;Ian;Lopez;Ian Lopez;10000,00;Male;2020-10-26;Saarlouis;Germany
11397;197;Latoya;Shan;Latoya Shan;20000,00;Female;2020-07-07;Paris;France
11398;261;Colin;Nath;Colin Nath;30000,00;Male;2018-07-03;Newcastle upon Tyne;United Kingdom
11399;202;Brenda;Mehta;Brenda Mehta;30000,00;Female;2020-04-13;Paris;France
11400;251;Franklin;Raji;Franklin Raji;40000,00;Male;2018-07-15;London;United Kingdom
11401;204;Linda;Navarro;Linda Navarro;40000,00;Female;2019-10-28;Paris;France
11402;183;Kelli;Cai;Kelli Cai;40000,00;Female;2019-11-07;Orleans;France
11403;179;Nancy;Schmidt;Nancy Schmidt;40000,00;Female;2019-10-28;Saint Ouen;France
11404;133;Megan;Taylor;Megan Taylor;10000,00;Female;2020-02-10;Kassel;Germany
11405;143;Bonnie;Goel;Bonnie Goel;10000,00;Female;2020-03-31;Bonn;Germany
11406;199;Latoya;Xu;Latoya Xu;20000,00;Female;2019-11-04;Paris;France
11407;170;Mario;She;Mario She;20000,00;Male;2020-06-23;Münster;Germany
11408;257;Darren;Gill;Darren Gill;10000,00;Male;2020-03-05;London;United Kingdom
11409;208;Jacqueline;Hayes;Jacqueline Hayes;10000,00;Female;2019-11-17;Saint Germain en Laye;France
11410;201;Maurice;Goel;Maurice Goel;20000,00;Male;2019-11-13;Paris;France
11411;121;Devin;Ross;Devin Ross;80000,00;Male;2020-08-04;Ingolstadt;Germany
11412;121;Sydney;Bryant;Sydney Bryant;80000,00;Female;2018-11-05;Ingolstadt;Germany
11413;238;Megan;Stewart;Megan Stewart;80000,00;Female;2018-08-10;Gateshead;United Kingdom
11414;241;Ian;Richardson;Ian Richardson;80000,00;Male;2018-08-13;Kirkby;United Kingdom
11415;127;Randy;She;Randy She;90000,00;Male;2020-08-16;Darmstadt;Germany
11416;185;Katrina;Becker;Katrina Becker;60000,00;Female;2019-11-07;Croix;France
11417;222;Lacey;Zheng;Lacey Zheng;70000,00;Female;2019-11-04;Pantin;France
11418;160;Rafael;Hu;Rafael Hu;90000,00;Male;2020-12-17;Paderborn;Germany
11419;273;Kyle;Scott;Kyle Scott;150000,00;Male;2020-03-12;Watford;United Kingdom
11420;189;Jordan;Turner;Jordan Turner;100000,00;Male;2019-11-01;Roubaix;France
11421;172;Amy;Sun;Amy Sun;110000,00;Female;2018-11-03;Offenbach;Germany
11422;268;Dustin;Deng;Dustin Deng;170000,00;Male;2018-08-22;Liverpool;United Kingdom
11423;147;Jasmine;Stewart;Jasmine Stewart;80000,00;Female;2018-12-10;Hamburg;Germany
11424;164;Pamela;Garcia;Pamela Garcia;80000,00;Female;2020-04-21;Berlin;Germany
11425;184;Ariana;Gray;Ariana Gray;90000,00;Female;2019-11-22;Metz;France
11426;156;Kristopher;Mehta;Kristopher Mehta;110000,00;Male;2020-04-09;Braunschweig;Germany
11427;168;Desiree;Dominguez;Desiree Dominguez;110000,00;Female;2018-12-20;Kiel;Germany
11428;173;Deanna;Perez;Deanna Perez;120000,00;Female;2018-12-05;Poing;Germany
11429;218;Marco;Lopez;Marco Lopez;80000,00;Male;2019-12-14;Sèvres;France
11430;155;Casey;Yuan;Casey Yuan;90000,00;Female;2020-03-19;Bottrop;Germany
11431;120;Bryant;Garcia;Bryant Garcia;110000,00;Male;2018-12-21;Hof;Germany
11432;206;Dominique;Prasad;Dominique Prasad;80000,00;Female;2019-12-10;Roissy en Brie;France
11433;224;Maurice;Shan;Maurice Shan;80000,00;Male;2019-12-02;Tremblay-en-France;France
11434;274;Andre;Lopez;Andre Lopez;170000,00;Male;2020-06-15;West Sussex;United Kingdom
11435;168;Robin;Romero;Robin Romero;100000,00;Female;2021-01-04;Kiel;Germany
11436;273;Taylor;Cox;Taylor Cox;160000,00;Female;2020-05-22;Watford;United Kingdom
11437;190;Alfredo;Moreno;Alfredo Moreno;90000,00;Male;2020-12-19;Villeneuve-d'Ascq;France
11438;162;Jenny;Nara;Jenny Nara;130000,00;Female;2020-02-05;Werne;Germany
11439;217;Janet;Munoz;Janet Munoz;90000,00;Female;2019-11-29;Paris La Defense;France
11440;187;Sergio;Weber;Sergio Weber;80000,00;Male;2020-03-27;Lille;France
11441;192;Erika;Gomez;Erika Gomez;90000,00;Female;2021-01-08;Paris;France
11442;224;Joseph;Harris;Joseph Harris;90000,00;Male;2020-09-29;Tremblay-en-France;France
11443;31;Grace;Griffin;Grace Griffin;60000,00;Female;2018-06-07;Hobart;Australia
11444;32;Tina;Mehta;Tina Mehta;70000,00;Female;2018-06-01;Bendigo;Australia
11445;15;Kari;Kim;Kari Kim;70000,00;Female;2018-06-06;Silverwater;Australia
11446;5;Bethany;Chander;Bethany Chander;70000,00;Female;2018-06-18;Lane Cove;Australia
11447;25;Jennifer;Roberts;Jennifer Roberts;70000,00;Female;2018-06-28;Hervey Bay;Australia
11448;35;Kyle;Patterson;Kyle Patterson;80000,00;Male;2018-06-16;Melbourne;Australia
11449;37;Alvin;Hu;Alvin Hu;80000,00;Male;2018-06-19;Seaford;Australia
11450;28;Brett;Mehta;Brett Mehta;130000,00;Male;2018-06-29;Cloverdale;Australia
11451;10;Ruben;Muñoz;Ruben Muñoz;70000,00;Male;2018-07-29;Newcastle;Australia
11452;21;Erika;Rubio;Erika Rubio;80000,00;Female;2018-07-11;Caloundra;Australia
11453;31;Stanley;Malhotra;Stanley Malhotra;80000,00;Male;2018-07-15;Hobart;Australia
11454;35;Melinda;Navarro;Melinda Navarro;80000,00;Female;2018-07-31;Melbourne;Australia
11455;36;Ross;Sanz;Ross Sanz;100000,00;Male;2018-07-01;Melton;Australia
11456;17;Jon;Gao;Jon Gao;120000,00;Male;2018-07-17;St. Leonards;Australia
11457;19;Jaime;Gutierrez;Jaime Gutierrez;90000,00;Female;2018-07-17;Wollongong;Australia
11458;16;Bianca;Liu;Bianca Liu;100000,00;Female;2020-03-30;Springwood;Australia
11459;13;Tasha;Deng;Tasha Deng;80000,00;Female;2018-07-27;Port Macquarie;Australia
11460;33;Melvin;Chande;Melvin Chande;90000,00;Male;2018-07-21;Cranbourne;Australia
11461;6;Victor;Jimenez;Victor Jimenez;90000,00;Male;2018-07-31;Lavender Bay;Australia
11462;8;Laura;Lin;Laura Lin;110000,00;Female;2018-07-16;Matraville;Australia
11463;28;Alisha;Beck;Alisha Beck;110000,00;Female;2020-03-05;Cloverdale;Australia
11464;38;Alejandro;Huang;Alejandro Huang;90000,00;Male;2018-07-22;South Melbourne;Australia
11465;23;Louis;Luo;Louis Luo;90000,00;Male;2018-07-14;Gold Coast;Australia
11466;6;Grant;Tang;Grant Tang;150000,00;Male;2020-05-22;Lavender Bay;Australia
11467;17;Arturo;Zheng;Arturo Zheng;170000,00;Male;2020-07-31;St. Leonards;Australia
11468;278;Jaclyn;Andersen;Jaclyn Andersen;40000,00;Female;2018-08-08;York;United Kingdom
11469;278;Edwin;Raji;Edwin Raji;10000,00;Male;2020-08-09;York;United Kingdom
11470;177;Jay;Suarez;Jay Suarez;20000,00;Male;2019-01-22;Stuttgart;Germany
11471;207;Latasha;Suarez;Latasha Suarez;30000,00;Female;2020-05-17;Chatou;France
11472;24;Kenneth;Kumar;Kenneth Kumar;60000,00;Male;2018-07-26;Hawthorne;Australia
11473;221;Grace;Henderson;Grace Henderson;20000,00;Female;2020-06-02;Drancy;France
11474;265;Melvin;Xu;Melvin Xu;20000,00;Male;2020-09-26;Peterborough;United Kingdom
11475;251;Cesar;Subram;Cesar Subram;30000,00;Male;2020-04-23;London;United Kingdom
11476;241;Erika;Navarro;Erika Navarro;40000,00;Female;2020-11-01;Kirkby;United Kingdom
11477;127;Tristan;Hughes;Tristan Hughes;30000,00;Male;2020-09-25;Darmstadt;Germany
11478;218;Billy;Hernandez;Billy Hernandez;30000,00;Male;2020-04-19;Sèvres;France
11479;182;Darryl;Wu;Darryl Wu;40000,00;Male;2019-12-05;Saint Ouen;France
11480;224;Colleen;Ma;Colleen Ma;40000,00;Female;2019-12-25;Tremblay-en-France;France
11481;156;Erica;Hu;Erica Hu;40000,00;Female;2019-01-27;Braunschweig;Germany
11482;272;Adrienne;Torres;Adrienne Torres;30000,00;Female;2018-09-08;Warrington;United Kingdom
11483;199;Calvin;Chande;Calvin Chande;40000,00;Male;2019-12-22;Paris;France
11484;171;Erick;Sai;Erick Sai;40000,00;Male;2019-01-02;Neunkirchen;Germany
11485;237;Donald;Chandra;Donald Chandra;40000,00;Male;2018-09-14;Esher-Molesey;United Kingdom
11486;117;Ariana;Rogers;Ariana Rogers;10000,00;Female;2020-11-24;Erlangen;Germany
11487;186;Morgan;Jones;Morgan Jones;10000,00;Female;2020-12-15;Dunkerque;France
11488;256;Jermaine;Lopez;Jermaine Lopez;20000,00;Male;2018-10-28;London;United Kingdom
11489;262;Deborah;Goel;Deborah Goel;20000,00;Female;2018-10-28;Oxford;United Kingdom
11490;217;Danny;Rubio;Danny Rubio;20000,00;Male;2020-04-04;Paris La Defense;France
11491;255;Andre;Perez;Andre Perez;20000,00;Male;2018-11-07;London;United Kingdom
11492;115;Terrence;Chander;Terrence Chander;30000,00;Male;2019-02-11;Eilenburg;Germany
11493;255;Dawn;Wu;Dawn Wu;40000,00;Female;2018-11-14;London;United Kingdom
11494;267;Jimmy;Gutierrez;Jimmy Gutierrez;40000,00;Male;2018-12-23;Runcorn;United Kingdom
11495;154;Francis;Jimenez;Francis Jimenez;40000,00;Male;2020-10-26;Bonn;Germany
11496;272;Gary;Ortega;Gary Ortega;40000,00;Male;2018-11-30;Warrington;United Kingdom
11497;261;Katrina;Nath;Katrina Nath;40000,00;Female;2020-11-04;Newcastle upon Tyne;United Kingdom
11498;49;Arturo;Sun;Arturo Sun;40000,00;Male;2020-02-28;Cliffside;Canada
11499;311;Pedro;Vance;Pedro Vance;40000,00;Male;2020-04-06;Concord;United States
11500;52;Sarah;Simmons;Sarah Simmons;40000,00;Female;2020-01-31;Langley;Canada
11501;49;Brandy;Chandra;Brandy Chandra;40000,00;Female;2020-03-27;Cliffside;Canada
11502;63;Jared;Peterson;Jared Peterson;40000,00;Male;2020-01-30;Shawnee;Canada
11503;312;Dennis;Wu;Dennis Wu;50000,00;Male;2020-05-26;Coronado;United States
11504;315;Jordan;Baker;Jordan Baker;40000,00;Female;2020-05-01;Downey;United States
11505;43;Jasmine;Powell;Jasmine Powell;60000,00;Female;2020-02-22;Burnaby;Canada
11506;60;Nicholas;Brown;Nicholas Brown;60000,00;Male;2020-03-08;Port Hammond;Canada
11507;69;Isabella;Russell;Isabella Russell;60000,00;Female;2020-02-17;Victoria;Canada
11508;626;Elizabeth;Wilson;Elizabeth Wilson;60000,00;Female;2020-05-02;Lynnwood;United States
11509;347;Roger;Harui;Roger Harui;30000,00;Female;2020-07-29;Novato;United States
11510;54;Seth;Roberts;Seth Roberts;30000,00;Male;2020-03-12;N. Vancouver;Canada
11511;543;Caleb;Perry;Caleb Perry;30000,00;Male;2020-03-13;Lebanon;United States
11512;59;Natalie;Campbell;Natalie Campbell;20000,00;Female;2020-12-28;Oak Bay;Canada
11513;62;Alyssa;Howard;Alyssa Howard;20000,00;Female;2020-06-08;Royal Oak;Canada
11514;642;Dalton;Diaz;Dalton Diaz;30000,00;Male;2020-06-24;Tacoma;United States
11515;301;Shannon;Huang;Shannon Huang;30000,00;Female;2018-08-31;Burbank;United States
11516;310;Mya;Gonzales;Mya Gonzales;30000,00;Female;2018-09-15;Colma;United States
11517;355;Katherine;Bryant;Katherine Bryant;40000,00;Female;2020-06-26;Redwood City;United States
11518;545;Edward;Washington;Edward Washington;40000,00;Male;2020-10-27;Milwaukie;United States
11519;49;Jerome;Navarro;Jerome Navarro;40000,00;Male;2020-03-13;Cliffside;Canada
11520;60;Jada;Morgan;Jada Morgan;40000,00;Female;2020-02-22;Port Hammond;Canada
11521;644;Ariana;Peterson;Ariana Peterson;40000,00;Female;2020-03-05;Walla Walla;United States
11522;546;Christian;Hughes;Christian Hughes;80000,00;Male;2018-09-03;Oregon City;United States
11523;54;Lucas;Taylor;Lucas Taylor;40000,00;Male;2020-02-15;N. Vancouver;Canada
11524;374;Alyssa;Jackson;Alyssa Jackson;40000,00;Female;2020-08-28;Torrance;United States
11525;543;Ariana;Cook;Ariana Cook;40000,00;Female;2018-09-06;Lebanon;United States
11526;70;Katherine;Diaz;Katherine Diaz;40000,00;Female;2020-02-03;Westminster;Canada
11527;361;Jenna;Green;Jenna Green;40000,00;Female;2020-02-07;San Gabriel;United States
